apartment_id,city,floor_number,area_sqm,number_of_rooms,number_of_bathrooms,finishing_status,price_egp,price_per_sqm,is_fake
APT04102,الجيزة,9,70,1,1,Super Lux,2395000,34214,0
APT03034,الغردقة,2,120,4,2,Unfinished,2066000,17216,0
APT02984,الجيزة,10,130,3,2,Fully Finished,3808000,29292,0
APT01195,شرم الشيخ,5,80,3,3,Fully Finished,3136000,39200,0
APT02853,شرم الشيخ,15,150,3,3,Fully Finished,4958000,33053,0
APT04543,الساحل الشمالي,2,130,4,3,Semi-Finished,5968000,45907,0
APT01122,العين السخنة,3,120,4,3,Super Lux,2659000,22158,0
APT02236,العاصمة الإدارية,15,110,3,3,Semi-Finished,2840000,25818,0
APT02668,الإسكندرية,20,110,3,3,Fully Finished,2250000,20454,0
APT03700,الإسكندرية,9,120,4,3,Fully Finished,2993000,24941,0
APT03224,العاصمة الإدارية,0,80,2,2,Fully Finished,3354000,41925,0
APT01183,العاصمة الإدارية,15,140,4,4,Fully Finished,4335000,30964,0
APT04185,الغردقة,15,100,3,2,Fully Finished,2613000,26130,0
APT04294,القاهرة,0,110,2,2,Unfinished,1471000,13372,0
APT00615,الغردقة,9,110,2,2,Super Lux,2959000,26900,0
APT04909,العين السخنة,2,120,3,2,Fully Finished,3207000,26725,0
APT01467,شرم الشيخ,3,110,3,2,Semi-Finished,2908000,26436,0
APT00402,الساحل الشمالي,8,150,3,3,Semi-Finished,5244000,34960,0
APT03043,القاهرة,4,60,2,1,Semi-Finished,1477000,24616,0
APT00935,الإسكندرية,8,120,4,2,Semi-Finished,2126000,17716,0
APT02420,القاهرة,3,120,3,2,Semi-Finished,3808000,31733,0
APT04861,العين السخنة,2,120,4,4,Super Lux,3395000,28291,0
APT04911,الجيزة,3,140,3,2,Fully Finished,2856000,20400,0
APT02642,الإسكندرية,8,120,4,3,Super Lux,3382000,28183,0
APT04018,الساحل الشمالي,3,80,3,3,Fully Finished,3457000,43212,0
APT00727,الإسكندرية,15,110,3,2,Unfinished,1355000,12318,0
APT00827,الجيزة,3,60,2,1,Semi-Finished,1143000,19050,0
APT01522,القاهرة الجديدة,0,180,6,4,Fully Finished,5614000,31188,0
APT04857,الجيزة,3,130,3,2,Semi-Finished,1958000,15061,0
APT02931,القاهرة الجديدة,0,80,2,1,Fully Finished,2742000,34275,0
APT03591,الإسكندرية,9,90,2,1,Semi-Finished,2118000,23533,0
APT00629,شرم الشيخ,4,90,3,2,Fully Finished,3357000,37300,0
APT00335,القاهرة,6,70,2,1,Super Lux,3317000,47385,0
APT00391,الإسكندرية,0,100,2,2,Fully Finished,1645000,16450,0
APT04388,الجيزة,20,80,3,2,Semi-Finished,1186000,14825,0
APT04905,العين السخنة,9,100,2,1,Fully Finished,1792000,17920,0
APT03833,الإسكندرية,6,100,3,3,Fully Finished,1412000,14120,0
APT01818,شرم الشيخ,10,70,1,1,Semi-Finished,2073000,29614,0
APT00401,الإسكندرية,2,110,3,2,Fully Finished,1729000,15718,0
APT00711,الساحل الشمالي,18,160,3,3,Fully Finished,6036000,37725,0
APT01040,الجيزة,7,70,1,1,Unfinished,777000,11100,0
APT03990,الغردقة,0,180,4,3,Fully Finished,3994000,22188,0
APT03360,العاصمة الإدارية,8,150,3,2,Semi-Finished,4676000,31173,0
APT01562,شرم الشيخ,8,140,3,2,Semi-Finished,3395000,24250,0
APT04800,الساحل الشمالي,12,120,3,2,Fully Finished,6387000,53225,0
APT03643,الغردقة,18,120,4,3,Semi-Finished,3515000,29291,0
APT03727,الساحل الشمالي,12,100,2,2,Super Lux,7725000,77250,0
APT04983,الإسكندرية,12,90,3,2,Fully Finished,1352000,15022,0
APT01113,العين السخنة,9,130,4,2,Fully Finished,3007000,23130,0
APT02514,الجيزة,0,90,2,1,Super Lux,2351000,26122,0
APT03609,الإسكندرية,0,130,3,3,Fully Finished,2609000,20069,0
APT01224,العين السخنة,4,100,2,2,Semi-Finished,2067000,20670,0
APT04061,الإسكندرية,20,150,3,2,Semi-Finished,1929000,12860,0
APT03024,الساحل الشمالي,1,80,2,1,Semi-Finished,2506000,31325,0
APT02422,العين السخنة,4,110,2,2,Super Lux,3420000,31090,0
APT01509,القاهرة,12,110,3,2,Semi-Finished,2869000,26081,0
APT01751,الإسكندرية,20,150,3,2,Unfinished,2229000,14860,0
APT04838,الإسكندرية,12,80,3,3,Semi-Finished,1614000,20175,0
APT04097,القاهرة الجديدة,18,220,5,2,Fully Finished,6619000,30086,0
APT01800,الإسكندرية,0,100,2,2,Semi-Finished,1590000,15900,0
APT00339,الإسكندرية,4,80,2,1,Super Lux,1712000,21400,0
APT03664,العاصمة الإدارية,5,80,2,1,Semi-Finished,2245000,28062,0
APT01342,القاهرة,10,180,4,3,Unfinished,4340000,24111,0
APT01521,شرم الشيخ,10,100,2,1,Fully Finished,2393000,23930,0
APT03641,القاهرة الجديدة,3,100,3,3,Semi-Finished,2413000,24130,0
APT03938,العاصمة الإدارية,0,120,3,2,Fully Finished,4023000,33525,0
APT04428,الغردقة,10,150,4,4,Fully Finished,3525000,23500,0
APT03005,العاصمة الإدارية,7,80,3,2,Semi-Finished,2419000,30237,0
APT02865,الجيزة,1,120,4,4,Super Lux,3309000,27575,0
APT03116,العاصمة الإدارية,7,130,4,4,Fully Finished,5385000,41423,0
APT04841,القاهرة,2,110,2,2,Unfinished,2269000,20627,0
APT02323,القاهرة,0,90,2,2,Fully Finished,3010000,33444,0
APT02572,الغردقة,10,110,3,2,Semi-Finished,3569000,32445,0
APT02914,العاصمة الإدارية,8,180,6,3,Semi-Finished,5819000,32327,0
APT03550,الغردقة,10,100,3,3,Unfinished,2472000,24720,0
APT01459,القاهرة الجديدة,7,130,4,4,Semi-Finished,3661000,28161,0
APT04197,القاهرة,3,250,6,3,Fully Finished,6178000,24712,0
APT03570,الساحل الشمالي,5,70,2,1,Semi-Finished,1800000,25714,0
APT04992,العين السخنة,5,110,2,2,Fully Finished,2167000,19700,0
APT04296,الجيزة,1,90,2,1,Semi-Finished,1743000,19366,0
APT04064,العاصمة الإدارية,6,200,5,2,Fully Finished,6982000,34910,0
APT03862,القاهرة,20,130,4,2,Super Lux,4166000,32046,0
APT04123,الجيزة,2,110,3,3,Fully Finished,2260000,20545,0
APT04630,القاهرة,18,130,4,3,Super Lux,6624000,50953,0
APT01241,القاهرة,5,140,4,2,Semi-Finished,3442000,24585,0
APT04638,العين السخنة,2,90,2,1,Unfinished,1750000,19444,0
APT01041,الساحل الشمالي,1,300,4,2,Semi-Finished,12368000,41226,0
APT04188,الجيزة,8,90,2,2,Unfinished,1440000,16000,0
APT02761,الغردقة,5,80,3,3,Super Lux,3053000,38162,0
APT02121,الجيزة,5,90,3,2,Fully Finished,1821000,20233,0
APT01525,الإسكندرية,18,90,3,3,Semi-Finished,1359000,15100,0
APT03522,الإسكندرية,3,130,4,3,Fully Finished,1574000,12107,0
APT02249,الجيزة,1,90,3,2,Fully Finished,2091000,23233,0
APT00482,الجيزة,2,110,3,2,Fully Finished,3141000,28554,0
APT04234,الجيزة,12,100,2,1,Semi-Finished,1561000,15610,0
APT04306,العين السخنة,6,120,3,3,Unfinished,1809000,15075,0
APT03579,العين السخنة,20,80,3,2,Semi-Finished,1276000,15950,0
APT04126,الساحل الشمالي,15,160,3,3,Unfinished,6597000,41231,0
APT03563,العاصمة الإدارية,7,160,3,2,Super Lux,9009000,56306,0
APT03316,شرم الشيخ,7,150,3,2,Fully Finished,6328000,42186,0
APT01763,الجيزة,5,220,5,4,Fully Finished,5375000,24431,0
APT03539,الإسكندرية,1,140,3,3,Fully Finished,3118000,22271,0
APT04804,القاهرة الجديدة,18,70,1,1,Super Lux,4227000,60385,0
APT00751,القاهرة,1,100,2,2,Unfinished,2886000,28860,0
APT03620,العين السخنة,4,100,3,2,Super Lux,4040000,40400,0
APT01786,القاهرة,10,300,4,4,Fully Finished,5081000,16936,0
APT04271,الغردقة,7,100,2,1,Fully Finished,3182000,31820,0
APT03384,الإسكندرية,5,100,2,1,Semi-Finished,1395000,13950,0
APT04349,العاصمة الإدارية,2,70,1,1,Semi-Finished,2234000,31914,0
APT00406,الإسكندرية,18,90,2,2,Fully Finished,1724000,19155,0
APT00758,القاهرة الجديدة,3,120,3,2,Semi-Finished,3238000,26983,0
APT02712,العاصمة الإدارية,10,60,2,2,Fully Finished,2243000,37383,0
APT02671,الإسكندرية,7,130,4,2,Fully Finished,2409000,18530,0
APT03984,العاصمة الإدارية,12,180,5,3,Fully Finished,7597000,42205,0
APT01334,الجيزة,7,130,4,3,Fully Finished,2541000,19546,0
APT04452,الإسكندرية,9,110,2,2,Fully Finished,2027000,18427,0
APT02792,شرم الشيخ,4,100,3,3,Unfinished,2256000,22560,0
APT02855,شرم الشيخ,20,130,4,4,Unfinished,3512000,27015,0
APT04004,الجيزة,3,120,3,3,Semi-Finished,2217000,18475,0
APT02724,شرم الشيخ,8,140,3,2,Fully Finished,4431000,31650,0
APT03584,الإسكندرية,10,110,3,2,Super Lux,2124000,19309,0
APT02059,الجيزة,8,80,2,1,Semi-Finished,1290000,16125,0
APT01320,القاهرة,1,100,3,3,Super Lux,4165000,41650,0
APT04141,الساحل الشمالي,18,110,3,2,Super Lux,7796000,70872,0
APT04010,شرم الشيخ,12,80,3,2,Semi-Finished,1616000,20200,0
APT03364,الجيزة,1,160,3,3,Fully Finished,4575000,28593,0
APT00693,شرم الشيخ,12,200,4,2,Semi-Finished,4166000,20830,0
APT02867,القاهرة,12,140,3,2,Fully Finished,4494000,32100,0
APT03777,الغردقة,18,120,3,3,Semi-Finished,3644000,30366,0
APT01387,الساحل الشمالي,2,130,4,2,Super Lux,6114000,47030,0
APT01846,القاهرة,4,150,3,2,Unfinished,2726000,18173,0
APT04731,القاهرة الجديدة,18,130,3,2,Fully Finished,3441000,26469,0
APT01600,الغردقة,20,110,2,1,Fully Finished,2328000,21163,0
APT03630,الغردقة,8,130,3,3,Fully Finished,3954000,30415,0
APT04504,القاهرة,9,160,4,2,Super Lux,8859000,55368,0
APT00702,العاصمة الإدارية,2,100,2,1,Semi-Finished,2458000,24580,0
APT03983,الساحل الشمالي,5,100,2,2,Super Lux,7201000,72010,0
APT03029,القاهرة,6,100,3,3,Semi-Finished,2411000,24110,0
APT02970,شرم الشيخ,20,110,2,1,Unfinished,2606000,23690,0
APT04357,الغردقة,15,140,3,3,Super Lux,5292000,37800,0
APT01709,القاهرة,4,120,4,4,Fully Finished,3652000,30433,0
APT02954,العاصمة الإدارية,4,80,2,1,Fully Finished,2796000,34950,0
APT00455,القاهرة الجديدة,4,100,3,2,Super Lux,2633000,26330,0
APT02869,العاصمة الإدارية,10,80,2,2,Semi-Finished,2582000,32275,0
APT02041,الساحل الشمالي,6,100,2,1,Fully Finished,4718000,47180,0
APT01773,الإسكندرية,1,120,4,2,Semi-Finished,1516000,12633,0
APT02316,الجيزة,12,140,4,3,Fully Finished,2304000,16457,0
APT00610,العاصمة الإدارية,12,100,2,1,Super Lux,6080000,60800,0
APT00731,الساحل الشمالي,18,120,3,3,Fully Finished,4384000,36533,0
APT04249,العاصمة الإدارية,12,90,3,2,Fully Finished,3900000,43333,0
APT03359,القاهرة الجديدة,12,100,3,2,Fully Finished,2182000,21820,0
APT02075,الجيزة,5,120,3,2,Semi-Finished,1550000,12916,0
APT04040,الإسكندرية,3,100,2,1,Fully Finished,1624000,16240,0
APT03701,العين السخنة,15,100,2,1,Semi-Finished,1825000,18250,0
APT01623,شرم الشيخ,2,110,2,2,Fully Finished,3704000,33672,0
APT00588,الجيزة,7,130,3,3,Fully Finished,2624000,20184,0
APT01402,شرم الشيخ,3,130,3,2,Semi-Finished,3012000,23169,0
APT03046,الجيزة,7,80,3,3,Fully Finished,1674000,20925,0
APT03225,شرم الشيخ,1,100,2,2,Semi-Finished,2675000,26750,0
APT01701,الإسكندرية,20,150,4,4,Fully Finished,2444000,16293,0
APT03089,القاهرة,15,90,2,2,Unfinished,1362000,15133,0
APT04391,القاهرة الجديدة,15,220,6,2,Fully Finished,7590000,34500,0
APT02982,شرم الشيخ,10,90,2,1,Semi-Finished,1528000,16977,0
APT01380,العين السخنة,15,130,4,4,Unfinished,2447000,18823,0
APT02090,القاهرة,0,200,6,3,Super Lux,4485000,22425,0
APT02176,الساحل الشمالي,7,100,3,3,Fully Finished,4806000,48060,0
APT03218,الساحل الشمالي,4,90,2,1,Unfinished,3368000,37422,0
APT02886,القاهرة الجديدة,0,90,2,2,Semi-Finished,2548000,28311,0
APT03910,الساحل الشمالي,12,110,2,2,Semi-Finished,3490000,31727,0
APT04965,القاهرة,15,70,2,2,Super Lux,2272000,32457,0
APT02658,الغردقة,15,90,2,2,Fully Finished,2882000,32022,0
APT03181,القاهرة,8,150,4,3,Super Lux,5193000,34620,0
APT02077,الغردقة,0,220,6,3,Unfinished,3852000,17509,0
APT00442,الساحل الشمالي,9,90,2,2,Fully Finished,4905000,54500,0
APT04052,الساحل الشمالي,8,90,3,3,Semi-Finished,2837000,31522,0
APT02052,شرم الشيخ,10,120,3,2,Semi-Finished,3659000,30491,0
APT02542,القاهرة الجديدة,3,100,2,2,Super Lux,4269000,42690,0
APT03307,القاهرة,9,160,3,2,Fully Finished,4134000,25837,0
APT01302,الساحل الشمالي,20,100,2,2,Fully Finished,4542000,45420,0
APT01782,العين السخنة,8,160,4,4,Fully Finished,3451000,21568,0
APT04815,الجيزة,12,80,2,1,Unfinished,1580000,19750,0
APT03431,الإسكندرية,2,150,3,3,Super Lux,3144000,20960,0
APT01305,القاهرة الجديدة,3,100,3,2,Semi-Finished,2419000,24190,0
APT02600,العين السخنة,6,110,3,3,Semi-Finished,2042000,18563,0
APT00521,الساحل الشمالي,4,70,2,1,Fully Finished,2806000,40085,0
APT02574,القاهرة الجديدة,4,200,5,2,Semi-Finished,4113000,20565,0
APT03281,شرم الشيخ,9,130,4,4,Semi-Finished,3379000,25992,0
APT03187,الساحل الشمالي,20,90,3,2,Super Lux,5615000,62388,0
APT02769,الساحل الشمالي,4,110,2,1,Semi-Finished,3475000,31590,0
APT00736,الساحل الشمالي,2,80,3,2,Unfinished,2354000,29425,0
APT04704,القاهرة,1,100,3,2,Fully Finished,2647000,26470,0
APT04930,الغردقة,1,100,3,3,Semi-Finished,2595000,25950,0
APT02107,العاصمة الإدارية,18,130,4,2,Semi-Finished,4103000,31561,0
APT02680,القاهرة الجديدة,10,100,2,2,Unfinished,2313000,23130,0
APT03230,الساحل الشمالي,12,150,4,4,Unfinished,5035000,33566,0
APT02762,الساحل الشمالي,8,130,4,2,Semi-Finished,5737000,44130,0
APT00593,الساحل الشمالي,4,120,4,2,Semi-Finished,5586000,46550,0
APT01304,شرم الشيخ,2,80,3,2,Super Lux,2363000,29537,0
APT01388,شرم الشيخ,1,90,2,2,Semi-Finished,2580000,28666,0
APT04696,شرم الشيخ,20,60,2,2,Semi-Finished,2051000,34183,0
APT04527,الإسكندرية,6,180,4,4,Fully Finished,3304000,18355,0
APT03948,الإسكندرية,18,70,2,1,Fully Finished,1455000,20785,0
APT01891,شرم الشيخ,2,110,3,3,Fully Finished,2699000,24536,0
APT02988,الساحل الشمالي,5,130,3,2,Fully Finished,5683000,43715,0
APT04925,القاهرة,20,120,4,3,Unfinished,2292000,19100,0
APT03298,الساحل الشمالي,20,90,2,2,Fully Finished,3475000,38611,0
APT00905,الجيزة,18,160,4,2,Fully Finished,2934000,18337,0
APT04610,العين السخنة,2,120,3,3,Fully Finished,2734000,22783,0
APT01280,العين السخنة,5,100,3,2,Fully Finished,2116000,21160,0
APT00934,الغردقة,9,120,3,3,Fully Finished,3197000,26641,0
APT04900,شرم الشيخ,6,80,2,2,Semi-Finished,2134000,26675,0
APT02309,الإسكندرية,4,120,3,3,Super Lux,3586000,29883,0
APT01556,شرم الشيخ,12,110,3,3,Semi-Finished,3457000,31427,0
APT04534,الإسكندرية,8,100,2,2,Unfinished,1025000,10250,0
APT03191,الساحل الشمالي,18,70,2,1,Fully Finished,4561000,65157,0
APT04442,الساحل الشمالي,10,70,1,1,Fully Finished,3287000,46957,0
APT00707,العين السخنة,4,120,3,3,Fully Finished,2975000,24791,0
APT04691,الإسكندرية,5,90,3,2,Fully Finished,1618000,17977,0
APT03071,الإسكندرية,9,150,4,3,Super Lux,2695000,17966,0
APT00746,شرم الشيخ,2,90,2,1,Super Lux,3544000,39377,0
APT03595,الغردقة,2,110,3,3,Fully Finished,3903000,35481,0
APT01940,الغردقة,6,90,2,1,Fully Finished,3921000,43566,0
APT04401,العين السخنة,0,130,4,4,Unfinished,2241000,17238,0
APT02863,القاهرة,7,120,4,4,Fully Finished,4397000,36641,0
APT03997,القاهرة,5,100,2,1,Fully Finished,3366000,33660,0
APT00514,الإسكندرية,20,100,3,2,Unfinished,1233000,12330,0
APT04977,الإسكندرية,6,180,5,2,Fully Finished,2605000,14472,0
APT01309,الجيزة,12,120,4,2,Fully Finished,1906000,15883,0
APT04615,الإسكندرية,6,120,3,3,Fully Finished,2388000,19900,0
APT00915,الغردقة,7,90,3,3,Fully Finished,3065000,34055,0
APT03453,العاصمة الإدارية,2,80,2,1,Unfinished,1800000,22500,0
APT03696,القاهرة,9,90,2,2,Fully Finished,2408000,26755,0
APT04805,الغردقة,1,80,3,2,Super Lux,3745000,46812,0
APT03157,الساحل الشمالي,18,100,2,1,Semi-Finished,2736000,27360,0
APT02199,القاهرة,8,130,4,4,Unfinished,2488000,19138,0
APT04233,الغردقة,4,110,2,1,Fully Finished,3099000,28172,0
APT00775,الساحل الشمالي,7,120,3,2,Fully Finished,5737000,47808,0
APT00330,شرم الشيخ,20,160,4,4,Fully Finished,5111000,31943,0
APT02055,العين السخنة,9,110,3,3,Fully Finished,2899000,26354,0
APT02002,القاهرة,10,120,4,2,Super Lux,4539000,37825,0
APT00944,العين السخنة,20,90,2,1,Fully Finished,2293000,25477,0
APT00823,الساحل الشمالي,2,120,3,3,Semi-Finished,5174000,43116,0
APT04528,شرم الشيخ,3,100,3,3,Fully Finished,2748000,27480,0
APT00910,الساحل الشمالي,7,130,3,2,Super Lux,6970000,53615,0
APT02517,شرم الشيخ,0,100,2,1,Semi-Finished,2033000,20330,0
APT01524,العين السخنة,4,110,2,2,Fully Finished,2831000,25736,0
APT00452,الغردقة,7,100,3,2,Semi-Finished,2020000,20200,0
APT02539,القاهرة,12,100,3,2,Unfinished,2091000,20910,0
APT04138,الساحل الشمالي,0,100,2,1,Semi-Finished,4181000,41810,0
APT04776,القاهرة,18,110,3,3,Semi-Finished,3123000,28390,0
APT01312,الجيزة,10,150,3,2,Fully Finished,4175000,27833,0
APT03150,الساحل الشمالي,15,160,4,4,Unfinished,4785000,29906,0
APT01112,الإسكندرية,3,60,1,1,Super Lux,1207000,20116,0
APT04548,العاصمة الإدارية,5,80,2,1,Semi-Finished,3296000,41200,0
APT04086,العاصمة الإدارية,2,80,2,1,Fully Finished,2313000,28912,0
APT03490,الساحل الشمالي,15,70,2,1,Fully Finished,2220000,31714,0
APT01288,الغردقة,8,120,3,2,Fully Finished,2771000,23091,0
APT04178,العين السخنة,7,110,3,2,Super Lux,4473000,40663,0
APT04646,العين السخنة,15,140,4,2,Super Lux,3894000,27814,0
APT03681,القاهرة الجديدة,7,110,2,1,Semi-Finished,3119000,28354,0
APT04512,الساحل الشمالي,1,110,3,2,Fully Finished,4398000,39981,0
APT04169,العاصمة الإدارية,1,130,4,2,Semi-Finished,5231000,40238,0
APT03301,العين السخنة,18,130,4,2,Fully Finished,2432000,18707,0
APT03311,الغردقة,7,90,2,1,Semi-Finished,1475000,16388,0
APT04557,القاهرة الجديدة,0,80,3,3,Semi-Finished,2374000,29675,0
APT03126,القاهرة الجديدة,20,120,4,4,Fully Finished,4931000,41091,0
APT00328,الغردقة,18,100,3,2,Fully Finished,3034000,30340,0
APT01791,الإسكندرية,4,150,3,3,Semi-Finished,2601000,17340,0
APT02491,الجيزة,9,130,4,2,Fully Finished,1850000,14230,0
APT02007,العاصمة الإدارية,20,100,3,3,Fully Finished,3895000,38950,0
APT02008,الغردقة,1,130,3,3,Fully Finished,3650000,28076,0
APT01859,القاهرة,10,110,2,1,Semi-Finished,2594000,23581,0
APT04686,الجيزة,7,110,3,2,Fully Finished,2739000,24900,0
APT00313,الغردقة,4,70,1,1,Fully Finished,1808000,25828,0
APT00833,القاهرة,10,70,1,1,Semi-Finished,1701000,24300,0
APT03080,الإسكندرية,9,150,3,2,Super Lux,3976000,26506,0
APT04718,العين السخنة,6,110,3,3,Unfinished,2231000,20281,0
APT03463,شرم الشيخ,20,110,2,1,Semi-Finished,2526000,22963,0
APT01202,الساحل الشمالي,9,130,4,4,Semi-Finished,5485000,42192,0
APT04392,الجيزة,8,130,4,2,Fully Finished,3219000,24761,0
APT03548,العين السخنة,18,80,2,2,Semi-Finished,2022000,25275,0
APT04923,القاهرة الجديدة,5,150,4,4,Super Lux,3989000,26593,0
APT02135,الجيزة,9,140,3,2,Semi-Finished,2438000,17414,0
APT03452,الساحل الشمالي,18,160,3,2,Semi-Finished,7070000,44187,0
APT02210,القاهرة,5,110,2,1,Unfinished,2024000,18400,0
APT01902,شرم الشيخ,5,130,3,3,Fully Finished,3286000,25276,0
APT01482,شرم الشيخ,6,70,1,2,Semi-Finished,1264000,18057,0
APT00778,الغردقة,3,100,2,2,Unfinished,1909000,19090,0
APT00800,الإسكندرية,0,110,3,2,Super Lux,2663000,24209,0
APT03715,شرم الشيخ,20,80,2,2,Semi-Finished,2505000,31312,0
APT03943,القاهرة,2,120,3,2,Fully Finished,2594000,21616,0
APT02973,الغردقة,5,100,2,2,Fully Finished,2768000,27680,0
APT03336,العاصمة الإدارية,12,100,3,3,Fully Finished,3821000,38210,0
APT01921,الغردقة,15,120,4,4,Fully Finished,3033000,25275,0
APT03716,القاهرة,20,80,3,3,Super Lux,3926000,49075,0
APT04647,القاهرة,4,90,2,1,Fully Finished,2680000,29777,0
APT00947,الجيزة,18,150,3,2,Semi-Finished,2686000,17906,0
APT01702,الغردقة,2,80,2,1,Unfinished,1623000,20287,0
APT03294,العين السخنة,9,90,2,2,Fully Finished,2106000,23400,0
APT02162,الجيزة,6,150,3,2,Fully Finished,2429000,16193,0
APT01137,القاهرة,7,130,3,2,Semi-Finished,3578000,27523,0
APT00988,الغردقة,15,90,2,1,Super Lux,3181000,35344,0
APT02550,الغردقة,2,100,2,1,Fully Finished,2288000,22880,0
APT03058,الإسكندرية,8,120,3,2,Semi-Finished,2125000,17708,0
APT03247,الغردقة,10,140,4,4,Unfinished,3151000,22507,0
APT01395,الإسكندرية,6,80,2,1,Super Lux,2815000,35187,0
APT02638,الإسكندرية,7,110,3,3,Semi-Finished,2229000,20263,0
APT00769,شرم الشيخ,7,100,2,1,Semi-Finished,2400000,24000,0
APT04703,العين السخنة,3,110,2,1,Super Lux,4051000,36827,0
APT03091,القاهرة الجديدة,10,120,3,2,Fully Finished,4603000,38358,0
APT03496,العين السخنة,18,90,2,2,Fully Finished,2917000,32411,0
APT03216,العين السخنة,20,90,2,2,Fully Finished,2351000,26122,0
APT00286,الجيزة,9,100,2,2,Fully Finished,1809000,18090,0
APT04939,الغردقة,9,110,2,2,Unfinished,2421000,22009,0
APT00429,القاهرة,9,120,4,2,Super Lux,4326000,36050,0
APT04449,الغردقة,10,130,4,3,Super Lux,4584000,35261,0
APT02333,الجيزة,4,110,3,2,Unfinished,1828000,16618,0
APT02718,العاصمة الإدارية,7,140,4,2,Fully Finished,5341000,38150,0
APT02080,شرم الشيخ,4,140,4,4,Semi-Finished,4638000,33128,0
APT03390,الغردقة,15,110,3,2,Fully Finished,2987000,27154,0
APT00723,القاهرة,12,140,4,4,Super Lux,5372000,38371,0
APT00952,شرم الشيخ,5,90,3,2,Semi-Finished,2131000,23677,0
APT04384,الغردقة,18,100,2,1,Fully Finished,2930000,29300,0
APT04367,الساحل الشمالي,10,130,3,3,Fully Finished,6388000,49138,0
APT02263,العاصمة الإدارية,6,90,2,2,Super Lux,5421000,60233,0
APT00990,العين السخنة,0,110,2,2,Fully Finished,1852000,16836,0
APT03213,القاهرة الجديدة,15,120,3,2,Super Lux,5119000,42658,0
APT01760,الجيزة,7,70,2,2,Fully Finished,1754000,25057,0
APT04580,الغردقة,4,70,2,2,Fully Finished,1805000,25785,0
APT00327,شرم الشيخ,15,70,2,2,Unfinished,1620000,23142,0
APT02609,القاهرة,2,100,2,2,Semi-Finished,2581000,25810,0
APT01384,القاهرة,18,90,2,2,Unfinished,1851000,20566,0
APT01725,الساحل الشمالي,4,110,3,3,Semi-Finished,4620000,42000,0
APT01087,القاهرة,6,140,3,3,Unfinished,2834000,20242,0
APT02524,العين السخنة,7,120,3,2,Semi-Finished,1591000,13258,0
APT00342,العاصمة الإدارية,1,80,2,2,Semi-Finished,3404000,42550,0
APT03702,الجيزة,0,90,2,1,Super Lux,2772000,30800,0
APT00689,القاهرة الجديدة,15,180,6,4,Fully Finished,6212000,34511,0
APT03433,الإسكندرية,5,80,3,2,Fully Finished,1344000,16800,0
APT01108,الغردقة,9,100,2,1,Unfinished,1780000,17800,0
APT00849,الجيزة,18,110,3,2,Semi-Finished,1972000,17927,0
APT00967,الإسكندرية,18,70,2,2,Fully Finished,1185000,16928,0
APT04728,القاهرة,0,150,3,2,Fully Finished,4805000,32033,0
APT01493,القاهرة الجديدة,20,100,2,2,Unfinished,2106000,21060,0
APT03954,العين السخنة,3,100,2,1,Super Lux,3755000,37550,0
APT02204,الغردقة,7,90,2,2,Semi-Finished,1576000,17511,0
APT02714,الإسكندرية,1,160,3,2,Fully Finished,2837000,17731,0
APT00662,القاهرة الجديدة,7,150,4,2,Fully Finished,4935000,32900,0
APT01003,القاهرة,6,140,3,2,Super Lux,4536000,32400,0
APT00285,شرم الشيخ,6,60,2,1,Super Lux,2687000,44783,0
APT02225,العاصمة الإدارية,3,90,3,3,Super Lux,5022000,55800,0
APT04707,العين السخنة,8,120,3,2,Semi-Finished,2476000,20633,0
APT01880,العاصمة الإدارية,5,120,4,2,Fully Finished,4458000,37150,0
APT03573,العين السخنة,20,120,3,2,Fully Finished,2898000,24150,0
APT04858,العين السخنة,12,110,3,2,Super Lux,4942000,44927,0
APT01204,الساحل الشمالي,5,120,3,3,Unfinished,4499000,37491,0
APT01991,الساحل الشمالي,1,90,3,2,Unfinished,2697000,29966,0
APT04853,الجيزة,7,120,3,3,Fully Finished,3066000,25550,0
APT04103,شرم الشيخ,20,150,3,3,Fully Finished,5460000,36400,0
APT04168,الغردقة,10,120,3,3,Fully Finished,2931000,24425,0
APT00763,القاهرة الجديدة,2,120,3,2,Super Lux,5024000,41866,0
APT00876,شرم الشيخ,9,130,3,3,Fully Finished,4879000,37530,0
APT04743,الإسكندرية,9,70,1,2,Semi-Finished,1550000,22142,0
APT00939,الساحل الشمالي,2,80,3,3,Super Lux,5336000,66700,0
APT02688,الغردقة,12,80,2,2,Fully Finished,2352000,29400,0
APT03601,الجيزة,20,100,3,2,Fully Finished,2466000,24660,0
APT02395,العين السخنة,2,60,2,2,Fully Finished,1161000,19350,0
APT04568,العاصمة الإدارية,12,100,3,3,Fully Finished,4243000,42430,0
APT04981,الساحل الشمالي,18,90,2,1,Fully Finished,4915000,54611,0
APT04125,العاصمة الإدارية,6,90,3,2,Semi-Finished,2517000,27966,0
APT04565,الجيزة,7,160,4,3,Fully Finished,3400000,21250,0
APT00386,الإسكندرية,2,120,3,3,Semi-Finished,1102000,9183,0
APT03878,الساحل الشمالي,7,100,2,2,Fully Finished,4588000,45880,0
APT04371,الجيزة,15,90,3,2,Unfinished,1627000,18077,0
APT04570,الغردقة,0,80,3,3,Super Lux,2466000,30825,0
APT00537,العاصمة الإدارية,20,150,3,3,Super Lux,7157000,47713,0
